,season,team,player,nation,pos,age,mp,starts,minutes,ninetys,gls,ast,npg,xg,npxg,xa,np_xgoal_contrib,sh,sot,dist,fk,pkscored,pkatt,tkl,tklw,tklvsdrb,attvsdrb,press,succ,blocks,inter,err,pass_cmp,pass_att,pass_totdist,pass_prgdist,sca,sca_passlive,sca_passdead,sca_drib,sca_sh,sca_fld,sca_def,gca,gca_passlive,gca_passdead,gca_drib,gca_sh,gca_fld,gca_def,touches,touches_defthird,touches_attthird,touches_attpen,carries,carries_totdist,carries_prgdist,progcarries,progpassrec,crdy,crdr,twocrdy,fls,fld,off,recov,arlwon,arllost,player_team
54,2022_2023,Chelsea,Thiago Silva,br BRA,DF,37,6,6,540.0,6.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,3,0,17.6,0,0,0,13,8,3,5,29,12,12,18,1,405,454,9174,2969,2,2,0,0,0,0,0,1,1,0,0,0,0,0,518,228,16,2,342,1588,793,23,0,0,0,0,2,5,0,62,20,9,Thiago_Silva_['C_h_e_l_s_e_a']
55,2022_2023,Chelsea,Raheem Sterling,eng ENG,"FW,MF",27,6,6,513.0,5.7,3.0,1.0,3.0,2.5,2.5,1.1,3.6,11,4,13.0,0,0,0,2,1,1,2,57,18,2,0,0,121,159,1580,293,16,12,0,2,0,2,0,1,1,0,0,0,0,0,245,8,169,38,202,849,515,36,51,1,0,0,8,10,3,21,1,7,Raheem_Sterling_['C_h_e_l_s_e_a']
56,2022_2023,Chelsea,Reece James,eng ENG,DF,22,5,5,450.0,5.0,1.0,1.0,1.0,0.6,0.6,1.2,1.8,7,2,20.9,1,0,0,10,7,3,5,46,13,9,4,0,293,347,5381,1402,12,7,4,0,1,0,0,1,1,0,0,0,0,0,397,80,168,10,261,1187,658,31,19,3,0,0,5,5,3,41,12,5,Reece_James_['C_h_e_l_s_e_a']
57,2022_2023,Chelsea,Marc Cucurella,es ESP,DF,24,6,5,446.0,5.0,0.0,2.0,0.0,0.2,0.2,0.4,0.6,4,0,17.6,0,0,0,4,3,2,3,66,28,21,9,0,309,369,5560,1643,12,8,3,1,0,0,0,2,1,1,0,0,0,0,430,82,183,8,266,907,538,27,15,2,0,0,6,4,1,55,5,9,Marc_Cucurella_['C_h_e_l_s_e_a']
58,2022_2023,Chelsea,Kai Havertz,de GER,"FW,MF",23,6,5,427.0,4.7,1.0,0.0,1.0,0.9,0.9,0.1,1.0,8,4,10.2,0,0,0,9,6,1,7,90,19,12,0,0,95,127,1229,314,6,5,0,0,1,0,0,2,1,0,0,1,0,0,202,22,123,28,114,492,267,14,43,3,0,0,11,4,9,20,17,19,Kai_Havertz_['C_h_e_l_s_e_a']
59,2022_2023,Chelsea,Kalidou Koulibaly,sn SEN,DF,31,5,5,427.0,4.7,1.0,0.0,1.0,0.4,0.4,0.0,0.4,6,3,13.4,0,0,0,12,8,4,9,38,17,10,4,0,311,363,6502,2363,3,3,0,0,0,0,0,2,2,0,0,0,0,0,412,162,30,7,255,1174,680,17,0,2,1,1,7,3,0,64,14,5,Kalidou_Koulibaly_['C_h_e_l_s_e_a']
60,2022_2023,Chelsea,Ruben Loftus-Cheek,eng ENG,"MF,DF",26,6,5,423.0,4.7,0.0,0.0,0.0,0.6,0.6,0.3,0.9,4,1,13.7,0,0,0,16,8,5,7,54,22,7,6,0,201,238,3674,927,9,4,0,3,1,1,0,0,0,0,0,0,0,0,309,69,94,13,225,1107,707,33,22,1,0,0,3,12,1,36,9,9,Ruben_Loftus-Cheek_['C_h_e_l_s_e_a']
61,2022_2023,Chelsea,Mason Mount,eng ENG,"MF,FW",23,6,5,396.0,4.4,0.0,0.0,0.0,0.6,0.6,0.6,1.1,9,2,17.7,0,0,0,15,9,5,9,92,34,15,2,0,159,210,2580,619,10,8,2,0,0,0,0,0,0,0,0,0,0,0,283,25,167,25,187,773,414,29,37,0,0,0,4,7,0,24,0,2,Mason_Mount_['C_h_e_l_s_e_a']
62,2022_2023,Chelsea,Jorginho,it ITA,MF,30,6,5,372.0,4.1,1.0,0.0,0.0,0.8,0.0,0.1,0.2,1,0,34.0,0,1,1,7,4,2,10,61,17,4,8,0,226,262,4372,1034,8,8,0,0,0,0,0,1,1,0,0,0,0,0,299,62,60,2,198,704,358,17,4,0,0,0,4,11,0,46,4,5,Jorginho_['C_h_e_l_s_e_a']
63,2022_2023,Chelsea,Conor Gallagher,eng ENG,MF,22,5,3,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2,0,24.4,0,0,0,9,6,3,5,37,14,2,4,0,83,103,1375,272,5,4,1,0,0,0,0,0,0,0,0,0,0,0,129,16,51,4,91,466,182,12,6,2,1,1,2,4,0,20,2,1,Conor_Gallagher_['C_h_e_l_s_e_a']
64,2022_2023,Chelsea,César Azpilicueta,es ESP,DF,33,5,2,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0,0,,0,0,0,6,1,2,5,28,7,6,6,0,134,160,2344,831,4,4,0,0,0,0,0,0,0,0,0,0,0,0,191,72,44,3,96,436,303,15,2,0,0,0,2,1,0,24,8,3,César_Azpilicueta_['C_h_e_l_s_e_a']
65,2022_2023,Chelsea,N'Golo Kanté,fr FRA,MF,31,2,2,174.0,1.9,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2,1,21.8,0,0,0,6,4,3,6,29,12,2,4,0,103,120,1822,272,6,6,0,0,0,0,0,1,1,0,0,0,0,0,141,22,56,4,98,518,255,16,7,0,0,0,0,0,1,21,1,3,N'Golo_Kanté_['C_h_e_l_s_e_a']
66,2022_2023,Chelsea,Christian Pulisic,us USA,"FW,MF",23,6,1,160.0,1.8,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2,0,12.6,0,0,0,4,2,1,2,28,7,0,0,0,49,61,733,82,3,2,0,0,1,0,0,0,0,0,0,0,0,0,87,10,42,7,74,516,261,15,15,1,0,0,6,6,0,14,1,8,Christian_Pulisic_['C_h_e_l_s_e_a']
67,2022_2023,Chelsea,Mateo Kovačić,hr CRO,MF,28,3,1,132.0,1.5,0.0,0.0,0.0,0.1,0.1,0.3,0.3,2,0,25.5,0,0,0,3,2,0,3,15,7,2,1,0,94,108,2053,446,2,2,0,0,0,0,0,0,0,0,0,0,0,0,121,17,27,0,96,576,199,8,1,0,0,0,0,1,0,14,2,1,Mateo_Kovačić_['C_h_e_l_s_e_a']
68,2022_2023,Chelsea,Ben Chilwell,eng ENG,DF,25,5,1,122.0,1.4,1.0,1.0,1.0,0.2,0.2,0.1,0.2,1,1,3.6,0,0,0,3,1,3,4,21,4,2,3,0,59,77,869,227,2,1,0,0,0,1,0,2,1,0,0,0,1,0,100,25,53,4,56,216,127,7,8,0,0,0,1,6,0,12,2,3,Ben_Chilwell_['C_h_e_l_s_e_a']
69,2022_2023,Chelsea,Hakim Ziyech,ma MAR,MF,29,2,1,117.0,1.3,0.0,0.0,0.0,0.1,0.1,0.1,0.3,3,0,22.5,0,0,0,4,1,1,1,13,3,1,1,0,43,61,822,199,5,5,0,0,0,0,0,0,0,0,0,0,0,0,81,12,33,3,55,219,90,4,5,0,0,0,1,3,0,12,1,1,Hakim_Ziyech_['C_h_e_l_s_e_a']
70,2022_2023,Chelsea,Trevoh Chalobah,eng ENG,DF,23,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,4,0,1,0,0,47,55,1186,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,28,1,0,45,198,92,1,0,0,0,0,0,0,0,6,2,2,Trevoh_Chalobah_['C_h_e_l_s_e_a']
71,2022_2023,Chelsea,Wesley Fofana,fr FRA,DF,21,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,32.3,0,0,0,4,3,1,1,10,5,0,1,0,83,93,1605,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,25,20,1,81,388,215,8,2,0,0,0,1,1,0,10,2,0,Wesley_Fofana_['C_h_e_l_s_e_a']
72,2022_2023,Liverpool,Mohamed Salah,eg EGY,FW,30,6,6,540.0,6.0,2.0,2.0,2.0,2.5,2.5,1.8,4.3,17,5,13.0,0,0,0,4,0,2,4,45,10,1,1,0,142,185,2252,700,27,23,0,2,2,0,0,3,3,0,0,0,0,0,263,6,208,62,208,841,489,38,61,0,0,0,3,4,7,40,3,11,Mohamed_Salah_['L_i_v_e_r_p_o_o_l']
73,2022_2023,Liverpool,Virgil van Dijk,nl NED,DF,31,6,6,540.0,6.0,1.0,0.0,1.0,0.4,0.4,0.0,0.5,8,2,13.4,0,0,0,2,0,0,2,35,16,13,8,0,461,522,10955,3352,4,4,0,0,0,0,0,0,0,0,0,0,0,0,579,253,33,16,364,1451,838,21,2,1,0,0,5,1,0,103,27,4,Virgil_van_Dijk_['L_i_v_e_r_p_o_o_l']
74,2022_2023,Liverpool,Luis Díaz,co COL,FW,25,6,6,527.0,5.9,3.0,0.0,3.0,2.1,2.1,0.3,2.4,17,8,12.8,0,0,0,11,8,2,5,77,33,3,6,0,174,214,2818,557,10,5,0,3,1,1,0,1,0,0,1,0,0,0,301,19,169,49,243,1497,694,35,58,1,0,0,10,19,2,34,10,21,Luis_Díaz_['L_i_v_e_r_p_o_o_l']
75,2022_2023,Liverpool,Trent Alexander-Arnold,eng ENG,DF,23,6,6,480.0,5.3,1.0,0.0,1.0,0.3,0.3,0.7,1.0,8,1,22.9,0,0,0,8,3,4,8,49,22,4,9,0,380,522,8755,3790,24,16,7,0,1,0,0,2,2,0,0,0,0,0,568,102,200,11,338,1207,627,30,24,1,0,0,3,0,2,73,3,3,Trent_Alexander-Arnold_['L_i_v_e_r_p_o_o_l']
76,2022_2023,Liverpool,Fabinho,br BRA,MF,28,6,5,450.0,5.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,4,2,14.6,0,0,0,13,7,6,13,74,28,8,4,0,312,344,6085,1146,14,13,0,0,1,0,0,1,1,0,0,0,0,0,395,81,73,7,243,1021,511,23,8,1,0,0,10,7,0,59,8,12,Fabinho_['L_i_v_e_r_p_o_o_l']
77,2022_2023,Liverpool,Harvey Elliott,eng ENG,MF,19,6,5,422.0,4.7,1.0,0.0,1.0,0.5,0.5,1.3,1.8,10,4,16.7,0,0,0,5,5,2,11,53,20,5,4,0,215,263,3630,898,23,16,1,4,2,0,0,4,4,0,0,0,0,0,313,32,158,18,243,1128,571,35,31,0,0,0,3,7,1,38,2,5,Harvey_Elliott_['L_i_v_e_r_p_o_o_l']
78,2022_2023,Liverpool,Andrew Robertson,sct SCO,DF,28,6,5,406.0,4.5,0.0,1.0,0.0,0.2,0.2,0.7,0.9,3,0,13.9,0,0,0,7,5,4,7,38,19,6,2,0,304,368,5761,1922,11,5,6,0,0,0,0,1,0,1,0,0,0,0,402,106,144,17,251,1048,699,24,24,0,0,0,1,1,1,35,6,8,Andrew_Robertson_['L_i_v_e_r_p_o_o_l']
79,2022_2023,Liverpool,Joe Gomez,eng ENG,DF,25,5,4,388.0,4.3,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2,0,24.1,0,0,0,8,6,3,7,34,17,6,10,1,347,396,8231,2395,2,1,0,0,0,0,1,0,0,0,0,0,0,0,440,165,19,1,313,1484,800,17,0,0,0,0,4,3,0,79,19,15,Joe_Gomez_['L_i_v_e_r_p_o_o_l']
80,2022_2023,Liverpool,Roberto Firmino,br BRA,"FW,MF",30,5,4,343.0,3.8,3.0,3.0,3.0,2.0,2.0,0.6,2.7,14,9,13.0,0,0,0,7,6,0,4,63,27,8,0,0,132,166,2005,595,14,10,0,0,4,0,0,5,3,0,0,2,0,0,222,25,92,33,148,426,181,10,34,0,0,0,1,2,2,25,9,10,Roberto_Firmino_['L_i_v_e_r_p_o_o_l']
81,2022_2023,Liverpool,Jordan Henderson,eng ENG,MF,32,5,4,315.0,3.5,0.0,0.0,0.0,0.1,0.1,0.3,0.5,3,0,22.1,0,0,0,4,4,2,5,42,16,4,6,0,204,248,4298,1050,9,9,0,0,0,0,0,0,0,0,0,0,0,0,272,42,69,8,178,873,321,17,10,0,0,0,1,3,0,38,5,3,Jordan_Henderson_['L_i_v_e_r_p_o_o_l']
82,2022_2023,Liverpool,James Milner,eng ENG,"MF,DF",36,6,2,240.0,2.7,0.0,1.0,0.0,0.3,0.3,0.8,1.1,4,1,13.7,0,0,0,6,4,2,10,43,10,4,5,0,132,166,2802,922,13,10,1,2,0,0,0,2,2,0,0,0,0,0,207,42,70,17,132,416,208,8,22,0,0,0,2,3,0,26,8,10,James_Milner_['L_i_v_e_r_p_o_o_l']
83,2022_2023,Liverpool,Darwin Núñez,uy URU,FW,23,3,2,175.0,1.9,1.0,1.0,1.0,2.0,2.0,0.8,2.8,15,4,12.4,0,0,0,1,0,0,0,21,9,1,0,0,18,27,315,69,6,5,0,0,1,0,0,1,1,0,0,0,0,0,57,4,43,28,31,117,52,5,13,0,1,0,2,1,1,14,6,10,Darwin_Núñez_['L_i_v_e_r_p_o_o_l']
84,2022_2023,Liverpool,Fabio Carvalho,pt POR,"MF,FW",20,6,1,153.0,1.7,2.0,0.0,2.0,0.7,0.7,0.0,0.7,7,3,11.7,0,0,0,3,2,1,2,44,13,2,2,0,53,60,870,153,2,1,0,0,1,0,0,1,0,0,0,1,0,0,86,14,47,12,56,203,67,2,7,0,0,0,3,3,0,12,1,7,Fabio_Carvalho_['L_i_v_e_r_p_o_o_l']
85,2022_2023,Liverpool,Kostas Tsimikas,gr GRE,DF,26,5,1,134.0,1.5,0.0,2.0,0.0,0.1,0.1,0.4,0.5,3,0,16.4,0,0,0,5,4,3,5,22,8,5,4,0,91,119,1832,471,8,2,5,0,0,1,0,2,1,1,0,0,0,0,142,26,72,6,72,444,260,13,9,1,0,0,3,3,0,14,2,3,Kostas_Tsimikas_['L_i_v_e_r_p_o_o_l']
86,2022_2023,Liverpool,Joël Matip,cm CMR,DF,31,2,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,6,4,2,3,13,7,2,3,0,93,108,2102,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,68,4,0,88,696,551,9,0,0,0,0,0,1,0,14,1,3,Joël_Matip_['L_i_v_e_r_p_o_o_l']
87,2022_2023,Brentford,Rico Henry,eng ENG,DF,25,6,6,540.0,6.0,0.0,1.0,0.0,0.4,0.4,0.7,1.2,6,2,19.6,0,0,0,5,4,1,4,67,18,17,11,0,158,219,2625,890,6,5,0,0,1,0,0,1,1,0,0,0,0,0,287,82,102,8,155,665,311,10,8,0,0,0,1,8,0,49,10,7,Rico_Henry_['B_r_e_n_t_f_o_r_d']
88,2022_2023,Brentford,Ivan Toney,eng ENG,FW,26,6,6,540.0,6.0,5.0,2.0,4.0,2.6,1.8,1.9,3.7,14,5,13.6,2,1,1,4,4,1,1,76,23,5,3,0,92,131,1406,491,19,11,1,2,2,3,0,4,2,0,1,0,1,0,197,17,95,26,94,239,81,3,28,1,0,0,10,11,7,17,17,38,Ivan_Toney_['B_r_e_n_t_f_o_r_d']
89,2022_2023,Brentford,Ben Mee,eng ENG,DF,32,6,6,508.0,5.6,1.0,0.0,1.0,1.2,1.2,0.0,1.2,6,1,6.3,0,0,0,7,3,1,4,29,10,8,11,0,251,321,5607,1726,1,1,0,0,0,0,0,0,0,0,0,0,0,0,383,191,21,8,217,895,427,13,0,1,0,0,2,2,0,76,27,10,Ben_Mee_['B_r_e_n_t_f_o_r_d']
90,2022_2023,Brentford,Bryan Mbeumo,fr FRA,"FW,DF",23,6,6,478.0,5.3,2.0,0.0,2.0,1.5,1.5,0.7,2.3,12,5,17.2,0,0,0,3,2,0,1,53,14,3,4,0,93,146,1677,513,10,6,3,1,0,0,0,1,0,1,0,0,0,0,190,36,103,24,128,584,237,15,27,0,0,0,2,2,2,28,6,11,Bryan_Mbeumo_['B_r_e_n_t_f_o_r_d']
91,2022_2023,Brentford,Aaron Hickey,sct SCO,DF,20,6,6,477.0,5.3,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3,1,22.9,0,0,0,15,5,4,13,66,20,10,6,0,164,200,2813,857,2,2,0,0,0,0,0,0,0,0,0,0,0,0,255,89,60,3,163,996,654,25,4,3,0,0,8,10,0,32,3,4,Aaron_Hickey_['B_r_e_n_t_f_o_r_d']
92,2022_2023,Brentford,Mathias Jensen,dk DEN,MF,26,6,6,440.0,4.9,1.0,2.0,1.0,0.3,0.3,1.0,1.3,5,1,22.8,1,0,0,14,10,4,11,119,25,4,5,0,169,249,3872,1360,16,5,8,0,0,0,3,4,2,1,0,0,0,1,299,64,109,5,152,493,238,12,4,0,0,0,4,4,0,37,7,3,Mathias_Jensen_['B_r_e_n_t_f_o_r_d']
93,2022_2023,Brentford,Pontus Jansson,se SWE,DF,31,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,5,0,1,2,18,7,6,4,0,122,143,2790,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,114,1,1,93,369,112,1,0,0,0,0,3,0,0,35,9,6,Pontus_Jansson_['B_r_e_n_t_f_o_r_d']
94,2022_2023,Brentford,Christian Nørgaard,dk DEN,MF,28,4,4,309.0,3.4,1.0,0.0,1.0,0.6,0.6,0.1,0.7,5,3,12.8,0,0,0,8,5,3,10,56,12,6,11,1,134,164,2678,696,4,4,0,0,0,0,0,0,0,0,0,0,0,0,198,58,33,5,122,465,227,11,0,0,0,0,7,2,0,34,7,4,Christian_Nørgaard_['B_r_e_n_t_f_o_r_d']
95,2022_2023,Brentford,Vitaly Janelt,de GER,"MF,DF",24,6,3,328.0,3.6,1.0,1.0,1.0,1.1,1.1,0.4,1.5,4,2,7.0,0,0,0,10,9,3,4,57,17,3,10,0,156,185,3005,775,12,7,0,2,2,0,1,2,2,0,0,0,0,0,223,61,46,9,143,684,343,13,4,0,0,0,2,3,0,48,7,6,Vitaly_Janelt_['B_r_e_n_t_f_o_r_d']
96,2022_2023,Brentford,Josh Dasilva,eng ENG,MF,23,6,3,310.0,3.4,2.0,0.0,2.0,0.2,0.2,0.1,0.2,4,3,17.2,0,0,0,4,1,0,1,40,9,4,1,0,132,159,2473,600,7,7,0,0,0,0,0,1,1,0,0,0,0,0,190,29,91,12,143,975,609,24,18,1,0,0,3,4,0,31,4,3,Josh_Dasilva_['B_r_e_n_t_f_o_r_d']
97,2022_2023,Brentford,Yoane Wissa,cd COD,FW,26,6,3,269.0,3.0,2.0,1.0,2.0,1.5,1.5,0.0,1.5,8,4,13.0,0,0,0,6,4,1,1,39,13,4,3,0,39,54,578,105,6,5,0,0,0,0,1,3,2,0,0,0,0,1,95,11,50,13,51,258,152,9,15,1,0,0,7,3,2,11,3,3,Yoane_Wissa_['B_r_e_n_t_f_o_r_d']
98,2022_2023,Brentford,Keane Lewis-Potter,eng ENG,"FW,MF",21,5,2,212.0,2.4,0.0,1.0,0.0,0.6,0.6,0.8,1.4,6,2,14.5,0,0,0,0,0,0,0,31,8,4,2,0,28,41,344,53,7,4,0,1,2,0,0,2,1,0,0,1,0,0,75,8,41,17,50,229,113,7,18,0,0,0,0,2,0,15,2,0,Keane_Lewis-Potter_['B_r_e_n_t_f_o_r_d']
99,2022_2023,Brentford,Shandon Baptiste,gd GRN,MF,24,6,2,200.0,2.2,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1,0,18.1,0,0,0,5,3,2,7,48,14,3,3,0,71,85,1587,323,4,2,0,0,0,2,0,2,1,0,0,0,1,0,114,36,23,3,80,429,260,10,10,0,0,0,3,10,0,16,3,4,Shandon_Baptiste_['B_r_e_n_t_f_o_r_d']
100,2022_2023,Brentford,Mathias Jørgensen,dk DEN,DF,32,3,2,181.0,2.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,1,0,4.0,0,0,0,2,2,0,2,14,5,3,4,0,101,116,2025,591,1,1,0,0,0,0,0,0,0,0,0,0,0,0,129,46,6,4,79,339,210,9,0,0,0,0,1,0,0,19,8,4,Mathias_Jørgensen_['B_r_e_n_t_f_o_r_d']
101,2022_2023,Brentford,Mads Roerslev,dk DEN,DF,23,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,0,0,1,5,1,4,3,0,17,21,309,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,9,0,11,37,14,1,0,0,0,0,0,1,0,4,2,1,Mads_Roerslev_['B_r_e_n_t_f_o_r_d']
102,2022_2023,Manchester United,Bruno Fernandes,pt POR,"MF,FW",27,5,5,449.0,5.0,1.0,0.0,1.0,1.1,1.1,1.2,2.3,10,3,19.3,1,0,0,5,2,0,4,67,16,7,7,0,196,266,3372,1166,17,13,1,1,2,0,0,0,0,0,0,0,0,0,323,50,146,19,221,854,499,24,33,2,0,0,5,8,1,51,6,12,"Bruno_Fernandes_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
103,2022_2023,Manchester United,Diogo Dalot,pt POR,DF,23,5,5,445.0,4.9,0.0,1.0,0.0,0.5,0.5,0.5,1.0,4,3,19.2,0,0,0,14,6,5,11,46,12,8,8,1,211,292,3986,1500,13,12,0,0,1,0,0,1,1,0,0,0,0,0,343,117,106,13,203,944,492,15,12,3,0,0,9,2,0,54,8,7,"Diogo_Dalot_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
104,2022_2023,Manchester United,Marcus Rashford,eng ENG,FW,24,5,5,441.0,4.9,1.0,1.0,1.0,1.2,1.2,0.9,2.1,13,2,16.6,0,0,0,2,2,0,3,50,12,5,1,0,83,116,1331,337,10,6,0,2,1,1,0,1,1,0,0,0,0,0,177,12,99,22,122,500,324,26,36,1,0,0,3,5,1,12,7,14,"Marcus_Rashford_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
105,2022_2023,Manchester United,Christian Eriksen,dk DEN,"MF,FW",30,5,5,440.0,4.9,0.0,0.0,0.0,0.9,0.9,0.3,1.2,11,5,18.5,2,0,0,3,2,2,3,43,17,11,3,1,204,277,3870,1059,8,5,3,0,0,0,0,0,0,0,0,0,0,0,317,63,91,10,192,656,281,17,16,0,0,0,2,1,0,43,5,5,"Christian_Eriksen_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
106,2022_2023,Manchester United,Lisandro Martínez,ar ARG,DF,24,5,5,405.0,4.5,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3,0,16.6,0,0,0,8,6,4,10,50,21,6,10,0,186,220,3893,1146,2,1,0,0,1,0,0,0,0,0,0,0,0,0,272,155,16,2,161,698,384,8,0,2,0,0,4,4,0,48,9,3,"Lisandro_Martínez_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
107,2022_2023,Manchester United,Jadon Sancho,eng ENG,FW,22,5,5,352.0,3.9,2.0,0.0,2.0,1.1,1.1,0.4,1.5,3,2,12.0,0,0,0,3,3,1,2,41,9,5,4,0,117,141,1854,559,14,12,0,2,0,0,0,3,1,0,2,0,0,0,171,26,88,20,140,785,478,30,24,0,0,0,2,0,1,23,2,1,"Jadon_Sancho_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
108,2022_2023,Manchester United,Scott McTominay,sct SCO,MF,25,5,4,392.0,4.4,0.0,0.0,0.0,0.2,0.2,0.0,0.3,3,1,13.0,0,0,0,8,8,3,5,67,24,3,7,0,126,157,2198,617,9,6,0,0,2,1,0,0,0,0,0,0,0,0,206,68,42,7,144,492,250,12,8,3,0,0,14,5,0,49,16,11,"Scott_McTominay_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
109,2022_2023,Manchester United,Tyrell Malacia,nl NED,DF,23,5,3,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,24.4,0,0,0,10,1,3,11,52,12,8,8,0,133,161,1936,573,1,1,0,0,0,0,0,0,0,0,0,0,0,0,203,66,54,3,105,586,294,10,4,1,0,0,9,3,0,26,5,4,"Tyrell_Malacia_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
110,2022_2023,Manchester United,Raphaël Varane,fr FRA,DF,29,4,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,0,11.0,0,0,0,6,4,0,1,16,10,5,4,0,131,155,2832,703,1,1,0,0,0,0,0,0,0,0,0,0,0,0,199,120,5,2,105,714,348,6,1,1,0,0,2,1,1,30,18,6,"Raphaël_Varane_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
111,2022_2023,Manchester United,Anthony Elanga,se SWE,FW,20,5,3,214.0,2.4,0.0,1.0,0.0,0.5,0.5,0.8,1.3,3,1,15.5,0,0,0,2,0,1,3,30,7,3,1,0,48,65,787,264,10,7,0,0,1,2,0,1,1,0,0,0,0,0,100,13,51,10,66,207,121,8,12,0,0,0,1,4,3,10,11,5,"Anthony_Elanga_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
112,2022_2023,Manchester United,Harry Maguire,eng ENG,DF,29,2,2,180.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1,0,5.0,0,0,0,1,1,1,1,13,4,5,3,0,116,128,2795,755,2,2,0,0,0,0,0,0,0,0,0,0,0,0,142,69,17,1,93,415,294,5,1,2,0,0,2,1,0,27,7,3,"Harry_Maguire_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
113,2022_2023,Manchester United,Luke Shaw,eng ENG,DF,27,2,2,134.0,1.5,0.0,0.0,0.0,0.1,0.1,0.3,0.4,1,1,7.8,0,0,0,2,1,0,1,13,3,3,2,0,85,105,1383,531,4,3,1,0,0,0,0,0,0,0,0,0,0,0,119,30,39,2,69,303,161,9,2,1,0,0,3,1,0,14,3,2,"Luke_Shaw_['M_a_n_c_h_e_s_t_e_r_', '_U_n_i_t_e_d']"
